Latitude (decimal degrees):	53.368
Longitude (decimal degrees):	7.183
Elevation (m):	3
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20231114:2011,0.0,0.0,0.0,0.0,8.98,2.9,0.0
20231114:2111,0.0,0.0,0.0,0.0,8.54,2.83,0.0
20231114:2211,0.0,0.0,0.0,0.0,8.47,3.03,0.0
20231114:2311,0.0,0.0,0.0,0.0,8.15,2.76,0.0
20231115:0011,0.0,0.0,0.0,0.0,7.78,2.55,0.0
20231115:0111,0.0,0.0,0.0,0.0,7.5,2.48,0.0
20231115:0211,0.0,0.0,0.0,0.0,7.48,2.14,0.0
20231115:0311,0.0,0.0,0.0,0.0,7.22,1.59,0.0
20231115:0411,0.0,0.0,0.0,0.0,7.23,1.38,0.0
20231115:0511,0.0,0.0,0.0,0.0,6.57,1.38,0.0
20231115:0611,0.0,0.0,0.0,0.0,6.24,1.45,0.0
20231115:0711,0.0,0.0,0.0,0.0,6.35,1.17,0.0
20231115:0811,13.0,55.0,0.0,7.9,6.61,1.79,0.0
20231115:0911,2.0,76.0,0.0,13.3,7.62,1.86,0.0
20231115:1011,60.0,131.0,0.0,16.83,9.32,2.83,0.0
20231115:1111,0.0,95.0,0.0,18.18,9.98,3.72,0.0
20231115:1211,22.0,133.0,0.0,17.22,10.39,4.34,0.0
20231115:1311,57.0,106.0,0.0,14.03,10.23,5.31,0.0
20231115:1411,0.0,11.0,0.0,8.92,10.31,5.93,0.0
20231115:1511,0.0,7.0,0.0,2.29,10.2,5.45,0.0
20231115:1611,0.0,0.0,0.0,0.0,9.74,5.52,0.0
20231115:1711,0.0,0.0,0.0,0.0,9.5,5.66,0.0
20231115:1811,0.0,0.0,0.0,0.0,9.4,6.07,0.0
20231115:1911,0.0,0.0,0.0,0.0,9.36,6.48,0.0
20231115:2011,0.0,0.0,0.0,0.0,9.39,6.97,0.0
20231115:2111,0.0,0.0,0.0,0.0,9.61,6.97,0.0
20231115:2211,0.0,0.0,0.0,0.0,9.37,7.03,0.0
20231115:2311,0.0,0.0,0.0,0.0,9.07,7.1,0.0
20231116:0011,0.0,0.0,0.0,0.0,8.79,7.1,0.0
20231116:0111,0.0,0.0,0.0,0.0,8.51,6.41,0.0
20231116:0211,0.0,0.0,0.0,0.0,7.99,5.52,0.0
20231116:0311,0.0,0.0,0.0,0.0,7.03,5.03,0.0
20231116:0411,0.0,0.0,0.0,0.0,6.27,4.28,0.0
20231116:0511,0.0,0.0,0.0,0.0,5.47,3.03,0.0
20231116:0611,0.0,0.0,0.0,0.0,4.71,2.0,0.0
20231116:0711,0.0,0.0,0.0,0.0,3.38,1.59,0.0
20231116:0811,0.0,27.0,0.0,7.65,4.96,1.72,0.0
20231116:0911,14.0,98.0,0.0,13.04,6.36,1.31,0.0
20231116:1011,17.0,126.0,0.0,16.57,7.82,1.1,0.0
20231116:1111,62.0,144.0,0.0,17.93,8.62,1.38,0.0
20231116:1211,184.01,82.0,0.0,16.97,8.61,1.79,0.0
20231116:1311,138.01,70.0,0.0,13.8,8.43,2.14,0.0
20231116:1411,10.0,60.0,0.0,8.71,7.77,1.72,0.0
20231116:1511,0.0,11.0,0.0,2.09,6.52,1.52,0.0
20231116:1611,0.0,0.0,0.0,0.0,4.71,1.93,0.0
20231116:1711,0.0,0.0,0.0,0.0,4.26,2.41,0.0
20231116:1811,0.0,0.0,0.0,0.0,3.81,2.21,0.0
20231116:1911,0.0,0.0,0.0,0.0,3.69,1.86,0.0
20231116:2011,0.0,0.0,0.0,0.0,3.24,1.86,0.0
20231116:2111,0.0,0.0,0.0,0.0,2.21,2.21,0.0
20231116:2211,0.0,0.0,0.0,0.0,1.72,1.86,0.0
20231116:2311,0.0,0.0,0.0,0.0,1.48,1.72,0.0
20231117:0011,0.0,0.0,0.0,0.0,1.62,1.38,0.0
20231117:0111,0.0,0.0,0.0,0.0,1.8,2.07,0.0
20231117:0211,0.0,0.0,0.0,0.0,2.46,2.69,0.0
20231117:0311,0.0,0.0,0.0,0.0,2.33,3.17,0.0
20231117:0411,0.0,0.0,0.0,0.0,2.72,3.1,0.0
20231117:0511,0.0,0.0,0.0,0.0,2.28,2.9,0.0
20231117:0611,0.0,0.0,0.0,0.0,2.25,2.48,0.0
20231117:0711,0.0,0.0,0.0,0.0,2.37,2.48,0.0
20231117:0811,54.01,42.0,0.0,7.41,2.67,2.83,0.0
20231117:0911,98.01,79.0,0.0,12.79,4.28,2.62,0.0
20231117:1011,0.0,23.0,0.0,16.32,6.21,2.48,0.0
20231117:1111,0.0,89.0,0.0,17.68,7.12,2.55,0.0
20231117:1211,169.01,87.0,0.0,16.73,7.81,2.07,0.0
20231117:1311,144.01,64.0,0.0,13.58,8.1,1.86,0.0
20231117:1411,39.0,59.0,0.0,8.51,8.29,1.45,0.0
20231117:1511,0.0,7.0,0.0,1.9,6.17,1.59,0.0
20231117:1611,0.0,0.0,0.0,0.0,4.68,2.48,0.0
20231117:1711,0.0,0.0,0.0,0.0,4.76,1.72,0.0
20231117:1811,0.0,0.0,0.0,0.0,4.07,0.69,0.0
20231117:1911,0.0,0.0,0.0,0.0,2.13,0.34,0.0
20231117:2011,0.0,0.0,0.0,0.0,1.71,1.38,0.0
20231117:2111,0.0,0.0,0.0,0.0,2.01,1.86,0.0
20231117:2211,0.0,0.0,0.0,0.0,0.99,1.45,0.0
20231117:2311,0.0,0.0,0.0,0.0,0.46,1.79,0.0
20231118:0011,0.0,0.0,0.0,0.0,-0.16,2.48,0.0
20231118:0111,0.0,0.0,0.0,0.0,0.48,2.62,0.0
20231118:0211,0.0,0.0,0.0,0.0,0.95,2.48,0.0
20231118:0311,0.0,0.0,0.0,0.0,1.19,2.83,0.0
20231118:0411,0.0,0.0,0.0,0.0,1.43,3.17,0.0
20231118:0511,0.0,0.0,0.0,0.0,1.57,3.38,0.0
20231118:0611,0.0,0.0,0.0,0.0,2.09,3.59,0.0
20231118:0711,0.0,0.0,0.0,0.0,2.27,3.72,0.0
20231118:0811,0.0,34.0,0.0,7.16,2.66,3.86,0.0
20231118:0911,0.0,32.0,0.0,12.54,3.04,4.55,0.0
20231118:1011,0.0,69.0,0.0,16.07,4.07,4.83,0.0
20231118:1111,0.0,33.0,0.0,17.43,4.54,5.45,0.0
20231118:1211,0.0,31.0,0.0,16.5,4.87,4.9,0.0
20231118:1311,0.0,31.0,0.0,13.36,4.91,4.9,0.0
20231118:1411,0.0,17.0,0.0,8.31,5.11,5.38,0.0
20231118:1511,0.0,1.0,0.0,1.72,5.24,6.34,0.0
20231118:1611,0.0,0.0,0.0,0.0,5.54,7.31,0.0
20231118:1711,0.0,0.0,0.0,0.0,5.74,8.0,0.0
20231118:1811,0.0,0.0,0.0,0.0,5.85,7.93,0.0
20231118:1911,0.0,0.0,0.0,0.0,6.07,7.66,0.0
20231118:2011,0.0,0.0,0.0,0.0,6.44,6.83,0.0
20231118:2111,0.0,0.0,0.0,0.0,6.87,5.93,0.0
20231118:2211,0.0,0.0,0.0,0.0,7.47,5.24,0.0
20231118:2311,0.0,0.0,0.0,0.0,8.36,5.03,0.0
20231119:0011,0.0,0.0,0.0,0.0,9.8,5.31,0.0
20231119:0111,0.0,0.0,0.0,0.0,10.99,5.79,0.0
20231119:0211,0.0,0.0,0.0,0.0,11.56,6.0,0.0
20231119:0311,0.0,0.0,0.0,0.0,11.86,6.34,0.0
20231119:0411,0.0,0.0,0.0,0.0,11.94,6.9,0.0
20231119:0511,0.0,0.0,0.0,0.0,11.67,7.03,0.0
20231119:0611,0.0,0.0,0.0,0.0,11.39,7.03,0.0
20231119:0711,0.0,0.0,0.0,0.0,11.24,6.62,0.0
20231119:0811,0.0,15.0,0.0,6.93,11.14,6.62,0.0
20231119:0911,1.0,65.0,0.0,12.3,11.45,6.48,0.0
20231119:1011,45.0,124.0,0.0,15.83,11.89,6.0,0.0
20231119:1111,0.0,68.0,0.0,17.2,12.07,5.86,0.0
20231119:1211,71.0,123.0,0.0,16.28,12.32,6.21,0.0
20231119:1311,0.0,27.0,0.0,13.15,11.98,6.21,0.0
20231119:1411,2.0,47.0,0.0,8.12,11.44,5.86,0.0
20231119:1511,0.0,1.0,0.0,1.55,11.15,5.45,0.0
20231119:1611,0.0,0.0,0.0,0.0,10.85,4.97,0.0
20231119:1711,0.0,0.0,0.0,0.0,10.48,4.97,0.0
20231119:1811,0.0,0.0,0.0,0.0,10.34,5.03,0.0
20231119:1911,0.0,0.0,0.0,0.0,10.32,4.55,0.0
20231119:2011,0.0,0.0,0.0,0.0,10.27,3.93,0.0
20231119:2111,0.0,0.0,0.0,0.0,10.07,3.66,0.0
20231119:2211,0.0,0.0,0.0,0.0,10.18,2.76,0.0
20231119:2311,0.0,0.0,0.0,0.0,10.38,2.83,0.0
20231120:0011,0.0,0.0,0.0,0.0,10.78,2.69,0.0
20231120:0111,0.0,0.0,0.0,0.0,10.87,2.83,0.0
20231120:0211,0.0,0.0,0.0,0.0,10.85,2.83,0.0
20231120:0311,0.0,0.0,0.0,0.0,10.87,2.9,0.0
20231120:0411,0.0,0.0,0.0,0.0,10.78,3.66,0.0
20231120:0511,0.0,0.0,0.0,0.0,10.51,4.28,0.0
20231120:0611,0.0,0.0,0.0,0.0,10.39,4.55,0.0
20231120:0711,0.0,0.0,0.0,0.0,10.18,4.83,0.0
20231120:0811,1.0,32.0,0.0,6.69,10.3,5.31,0.0
20231120:0911,0.0,44.0,0.0,12.06,10.57,5.79,0.0
20231120:1011,4.0,101.0,0.0,15.59,10.73,5.66,0.0
20231120:1111,0.0,79.0,0.0,16.96,10.73,5.17,0.0
20231120:1211,24.0,123.0,0.0,16.06,10.68,4.97,0.0
20231120:1311,0.0,31.0,0.0,12.95,10.7,4.76,0.0
20231120:1411,0.0,29.0,0.0,7.93,10.5,3.86,0.0
20231120:1511,0.0,1.0,0.0,1.38,10.18,3.17,0.0
20231120:1611,0.0,0.0,0.0,0.0,9.77,3.17,0.0
20231120:1711,0.0,0.0,0.0,0.0,9.26,3.31,0.0
20231120:1811,0.0,0.0,0.0,0.0,8.93,3.38,0.0
20231120:1911,0.0,0.0,0.0,0.0,8.46,3.38,0.0
20231120:2011,0.0,0.0,0.0,0.0,8.38,3.17,0.0
20231120:2111,0.0,0.0,0.0,0.0,8.33,3.31,0.0
20231120:2211,0.0,0.0,0.0,0.0,8.28,3.86,0.0
20231120:2311,0.0,0.0,0.0,0.0,8.14,3.93,0.0
20231121:0011,0.0,0.0,0.0,0.0,8.19,2.97,0.0
20231121:0111,0.0,0.0,0.0,0.0,8.23,2.07,0.0
20231121:0211,0.0,0.0,0.0,0.0,8.3,1.24,0.0
20231121:0311,0.0,0.0,0.0,0.0,8.82,1.45,0.0
20231121:0411,0.0,0.0,0.0,0.0,9.05,2.76,0.0
20231121:0511,0.0,0.0,0.0,0.0,8.8,3.52,0.0
20231121:0611,0.0,0.0,0.0,0.0,8.46,3.45,0.0
20231121:0711,0.0,0.0,0.0,0.0,7.95,3.79,0.0
20231121:0811,0.0,20.0,0.0,6.46,7.73,4.28,0.0
20231121:0911,1.0,62.0,0.0,11.83,7.69,4.21,0.0
20231121:1011,42.0,120.0,0.0,15.36,7.52,4.0,0.0
20231121:1111,33.0,132.0,0.0,16.74,7.92,4.28,0.0
20231121:1211,0.0,80.0,0.0,15.84,7.98,4.41,0.0
20231121:1311,57.0,93.0,0.0,12.75,8.05,3.93,0.0
20231121:1411,2.0,45.0,0.0,7.75,7.74,3.45,0.0
20231121:1511,0.0,0.0,0.0,0.0,7.25,3.17,0.0
20231121:1611,0.0,0.0,0.0,0.0,6.57,3.31,0.0
20231121:1711,0.0,0.0,0.0,0.0,5.74,3.45,0.0
20231121:1811,0.0,0.0,0.0,0.0,5.46,3.24,0.0
20231121:1911,0.0,0.0,0.0,0.0,5.01,3.17,0.0
20231121:2011,0.0,0.0,0.0,0.0,4.41,3.03,0.0
20231121:2111,0.0,0.0,0.0,0.0,3.83,2.62,0.0
20231121:2211,0.0,0.0,0.0,0.0,3.2,2.62,0.0
20231121:2311,0.0,0.0,0.0,0.0,2.9,2.41,0.0
20231122:0011,0.0,0.0,0.0,0.0,1.95,1.86,0.0
20231122:0111,0.0,0.0,0.0,0.0,1.49,1.72,0.0
20231122:0211,0.0,0.0,0.0,0.0,0.92,1.72,0.0
20231122:0311,0.0,0.0,0.0,0.0,0.45,1.72,0.0
20231122:0411,0.0,0.0,0.0,0.0,0.08,1.38,0.0
20231122:0511,0.0,0.0,0.0,0.0,-0.19,2.14,0.0
20231122:0611,0.0,0.0,0.0,0.0,-0.27,1.52,0.0
20231122:0711,0.0,0.0,0.0,0.0,0.78,2.48,0.0
20231122:0811,0.0,29.0,0.0,6.24,1.23,3.1,0.0
20231122:0911,0.0,57.0,0.0,11.6,1.31,3.17,0.0
20231122:1011,9.0,105.0,0.0,15.13,2.63,4.0,0.0
20231122:1111,65.0,128.0,0.0,16.52,3.49,4.69,0.0
20231122:1211,0.0,75.0,0.0,15.63,4.35,4.97,0.0
20231122:1311,0.0,39.0,0.0,12.56,4.5,4.9,0.0
20231122:1411,0.0,18.0,0.0,7.58,4.26,5.03,0.0
20231122:1511,0.0,0.0,0.0,0.0,4.14,5.72,0.0
20231122:1611,0.0,0.0,0.0,0.0,4.2,6.07,0.0
20231122:1711,0.0,0.0,0.0,0.0,4.31,6.62,0.0
20231122:1811,0.0,0.0,0.0,0.0,4.69,7.1,0.0
20231122:1911,0.0,0.0,0.0,0.0,5.41,7.59,0.0
20231122:2011,0.0,0.0,0.0,0.0,6.12,7.59,0.0
20231122:2111,0.0,0.0,0.0,0.0,6.61,7.31,0.0
20231122:2211,0.0,0.0,0.0,0.0,7.15,6.9,0.0
20231122:2311,0.0,0.0,0.0,0.0,7.84,6.76,0.0
20231123:0011,0.0,0.0,0.0,0.0,8.65,6.69,0.0
20231123:0111,0.0,0.0,0.0,0.0,9.35,6.83,0.0
20231123:0211,0.0,0.0,0.0,0.0,9.9,7.1,0.0
20231123:0311,0.0,0.0,0.0,0.0,10.2,7.24,0.0
20231123:0411,0.0,0.0,0.0,0.0,10.23,7.45,0.0
20231123:0511,0.0,0.0,0.0,0.0,10.39,7.45,0.0
20231123:0611,0.0,0.0,0.0,0.0,10.62,7.59,0.0
20231123:0711,0.0,0.0,0.0,0.0,10.64,7.72,0.0
20231123:0811,8.0,39.0,0.0,6.02,10.8,8.0,0.0
20231123:0911,9.0,79.0,0.0,11.38,11.24,8.34,0.0
20231123:1011,13.0,108.0,0.0,14.91,12.11,8.34,0.0
20231123:1111,8.0,114.0,0.0,16.3,12.51,8.55,0.0
20231123:1211,0.0,72.0,0.0,15.43,12.66,9.45,0.0
20231123:1311,0.0,26.0,0.0,12.38,12.63,9.52,0.0
20231123:1411,0.0,11.0,0.0,7.41,12.32,9.86,0.0
20231123:1511,0.0,0.0,0.0,0.0,12.21,9.72,0.0
20231123:1611,0.0,0.0,0.0,0.0,12.06,9.59,0.0
20231123:1711,0.0,0.0,0.0,0.0,11.14,9.93,0.0
20231123:1811,0.0,0.0,0.0,0.0,10.37,8.97,0.0
20231123:1911,0.0,0.0,0.0,0.0,9.66,8.76,0.0
20231123:2011,0.0,0.0,0.0,0.0,8.91,8.28,0.0
20231123:2111,0.0,0.0,0.0,0.0,8.6,8.14,0.0
20231123:2211,0.0,0.0,0.0,0.0,7.74,7.79,0.0
20231123:2311,0.0,0.0,0.0,0.0,7.79,7.66,0.0
20231124:0011,0.0,0.0,0.0,0.0,7.6,7.45,0.0
20231124:0111,0.0,0.0,0.0,0.0,7.07,7.72,0.0
20231124:0211,0.0,0.0,0.0,0.0,6.77,8.07,0.0
20231124:0311,0.0,0.0,0.0,0.0,6.42,7.31,0.0
20231124:0411,0.0,0.0,0.0,0.0,6.12,7.59,0.0
20231124:0511,0.0,0.0,0.0,0.0,5.75,7.38,0.0
20231124:0611,0.0,0.0,0.0,0.0,5.37,7.79,0.0
20231124:0711,0.0,0.0,0.0,0.0,5.3,7.59,0.0
20231124:0811,18.0,39.0,0.0,5.8,5.14,7.45,0.0
20231124:0911,22.0,86.0,0.0,11.16,5.52,7.86,0.0
20231124:1011,0.0,20.0,0.0,14.69,5.9,7.45,0.0
20231124:1111,0.0,23.0,0.0,16.1,5.79,8.0,0.0
20231124:1211,174.01,68.0,0.0,15.24,5.25,9.1,0.0
20231124:1311,33.0,94.0,0.0,12.2,5.7,9.72,0.0
20231124:1411,1.0,38.0,0.0,7.25,5.11,9.93,0.0
20231124:1511,0.0,0.0,0.0,0.0,5.4,10.48,0.0
20231124:1611,0.0,0.0,0.0,0.0,4.88,11.38,0.0
20231124:1711,0.0,0.0,0.0,0.0,4.57,11.66,0.0
20231124:1811,0.0,0.0,0.0,0.0,4.1,9.52,0.0
20231124:1911,0.0,0.0,0.0,0.0,4.33,8.69,0.0
20231124:2011,0.0,0.0,0.0,0.0,4.28,7.1,0.0
20231124:2111,0.0,0.0,0.0,0.0,4.03,5.79,0.0
20231124:2211,0.0,0.0,0.0,0.0,4.01,3.79,0.0
20231124:2311,0.0,0.0,0.0,0.0,3.57,3.59,0.0
20231125:0011,0.0,0.0,0.0,0.0,3.48,3.52,0.0
20231125:0111,0.0,0.0,0.0,0.0,3.91,4.48,0.0
20231125:0211,0.0,0.0,0.0,0.0,4.44,4.62,0.0
20231125:0311,0.0,0.0,0.0,0.0,4.89,5.38,0.0
20231125:0411,0.0,0.0,0.0,0.0,4.84,5.72,0.0
20231125:0511,0.0,0.0,0.0,0.0,4.76,5.45,0.0
20231125:0611,0.0,0.0,0.0,0.0,5.0,5.45,0.0
20231125:0711,0.0,0.0,0.0,0.0,5.28,5.45,0.0
20231125:0811,37.0,22.61,0.0,5.59,5.19,6.07,0.0
20231125:0911,0.0,14.0,0.0,10.95,5.72,6.0,0.0
20231125:1011,30.0,115.0,0.0,14.48,6.28,3.86,0.0
20231125:1111,72.0,122.0,0.0,15.9,7.15,3.03,0.0
20231125:1211,10.0,110.0,0.0,15.05,7.24,3.1,0.0
20231125:1311,121.01,59.0,0.0,12.03,6.93,3.1,0.0
20231125:1411,21.0,50.0,0.0,7.1,6.56,3.24,0.0
20231125:1511,0.0,0.0,0.0,0.0,5.27,2.9,0.0
20231125:1611,0.0,0.0,0.0,0.0,4.29,2.62,0.0
20231125:1711,0.0,0.0,0.0,0.0,3.2,2.34,0.0
20231125:1811,0.0,0.0,0.0,0.0,3.02,1.93,0.0
20231125:1911,0.0,0.0,0.0,0.0,2.7,1.86,0.0
20231125:2011,0.0,0.0,0.0,0.0,2.01,2.14,0.0
20231125:2111,0.0,0.0,0.0,0.0,2.52,2.28,0.0
20231125:2211,0.0,0.0,0.0,0.0,2.28,1.38,0.0
20231125:2311,0.0,0.0,0.0,0.0,1.56,1.38,0.0
20231126:0011,0.0,0.0,0.0,0.0,1.08,1.72,0.0
20231126:0111,0.0,0.0,0.0,0.0,1.68,2.28,0.0
20231126:0211,0.0,0.0,0.0,0.0,1.68,2.62,0.0
20231126:0311,0.0,0.0,0.0,0.0,1.69,2.83,0.0
20231126:0411,0.0,0.0,0.0,0.0,1.61,3.17,0.0
20231126:0511,0.0,0.0,0.0,0.0,1.87,3.24,0.0
20231126:0611,0.0,0.0,0.0,0.0,2.23,3.17,0.0
20231126:0711,0.0,0.0,0.0,0.0,2.24,3.03,0.0
20231126:0811,15.0,31.9,0.0,5.38,2.92,3.03,0.0
20231126:0911,0.0,39.0,0.0,10.74,4.19,3.17,0.0
20231126:1011,1.0,77.0,0.0,14.28,5.82,2.97,0.0
20231126:1111,0.0,67.0,0.0,15.7,6.46,2.97,0.0
20231126:1211,0.0,53.0,0.0,14.87,6.58,3.03,0.0
20231126:1311,1.0,65.0,0.0,11.87,6.22,3.03,0.0
20231126:1411,0.0,28.0,0.0,6.96,6.13,2.48,0.0
20231126:1511,0.0,0.0,0.0,0.0,5.95,2.69,0.0
20231126:1611,0.0,0.0,0.0,0.0,5.66,3.03,0.0
20231126:1711,0.0,0.0,0.0,0.0,5.54,2.97,0.0
20231126:1811,0.0,0.0,0.0,0.0,5.45,2.83,0.0
20231126:1911,0.0,0.0,0.0,0.0,5.4,2.69,0.0
20231126:2011,0.0,0.0,0.0,0.0,5.34,2.62,0.0
20231126:2111,0.0,0.0,0.0,0.0,5.43,2.69,0.0
20231126:2211,0.0,0.0,0.0,0.0,5.06,2.48,0.0
20231126:2311,0.0,0.0,0.0,0.0,5.07,2.76,0.0
20231127:0011,0.0,0.0,0.0,0.0,4.95,2.97,0.0
20231127:0111,0.0,0.0,0.0,0.0,4.84,3.03,0.0
20231127:0211,0.0,0.0,0.0,0.0,4.78,3.17,0.0
20231127:0311,0.0,0.0,0.0,0.0,4.38,3.38,0.0
20231127:0411,0.0,0.0,0.0,0.0,4.18,3.45,0.0
20231127:0511,0.0,0.0,0.0,0.0,4.14,3.79,0.0
20231127:0611,0.0,0.0,0.0,0.0,4.14,3.66,0.0
20231127:0711,0.0,0.0,0.0,0.0,3.87,4.55,0.0
20231127:0811,0.0,12.0,0.0,5.18,3.32,4.21,0.0
20231127:0911,0.0,27.0,0.0,10.54,2.86,4.07,0.0
20231127:1011,0.0,46.0,0.0,14.08,2.51,4.55,0.0
20231127:1111,0.0,81.0,0.0,15.51,2.43,4.9,0.0
20231127:1211,7.0,101.0,0.0,14.69,2.41,4.83,0.0
20231127:1311,18.0,87.0,0.0,11.71,2.31,4.83,0.0
20231127:1411,1.0,32.0,0.0,6.82,2.24,4.76,0.0
20231127:1511,0.0,0.0,0.0,0.0,2.24,5.24,0.0
20231127:1611,0.0,0.0,0.0,0.0,2.38,6.21,0.0
20231127:1711,0.0,0.0,0.0,0.0,2.26,6.48,0.0
20231127:1811,0.0,0.0,0.0,0.0,1.95,7.72,0.0
20231127:1911,0.0,0.0,0.0,0.0,1.85,8.48,0.0
20231127:2011,0.0,0.0,0.0,0.0,1.68,6.69,0.0
20231127:2111,0.0,0.0,0.0,0.0,1.45,6.9,0.0
20231127:2211,0.0,0.0,0.0,0.0,1.11,6.69,0.0
20231127:2311,0.0,0.0,0.0,0.0,1.08,6.83,0.0
20231128:0011,0.0,0.0,0.0,0.0,0.95,6.55,0.0
20231128:0111,0.0,0.0,0.0,0.0,0.94,6.28,0.0
20231128:0211,0.0,0.0,0.0,0.0,0.89,6.0,0.0
20231128:0311,0.0,0.0,0.0,0.0,0.93,5.93,0.0
20231128:0411,0.0,0.0,0.0,0.0,0.74,5.93,0.0
20231128:0511,0.0,0.0,0.0,0.0,0.78,5.59,0.0
20231128:0611,0.0,0.0,0.0,0.0,0.74,4.9,0.0
20231128:0711,0.0,0.0,0.0,0.0,0.49,4.14,0.0
20231128:0811,0.0,16.0,0.0,4.98,0.41,3.79,0.0
20231128:0911,0.0,31.0,0.0,10.34,0.48,3.66,0.0
20231128:1011,2.0,82.0,0.0,13.89,0.74,2.83,0.0
20231128:1111,139.01,89.0,0.0,15.33,1.03,2.41,0.0
20231128:1211,175.01,61.0,0.0,14.53,1.07,1.86,0.0
20231128:1311,88.01,72.0,0.0,11.56,1.1,1.03,0.0
20231128:1411,17.0,47.0,0.0,6.68,0.89,0.69,0.0
20231128:1511,0.0,0.0,0.0,0.0,-0.66,1.45,0.0
20231128:1611,0.0,0.0,0.0,0.0,-1.01,2.48,0.0
20231128:1711,0.0,0.0,0.0,0.0,-0.6,3.93,0.0
20231128:1811,0.0,0.0,0.0,0.0,-0.22,5.1,0.0
20231128:1911,0.0,0.0,0.0,0.0,0.12,6.28,0.0
20231128:2011,0.0,0.0,0.0,0.0,0.32,6.9,0.0
20231128:2111,0.0,0.0,0.0,0.0,0.59,6.83,0.0
20231128:2211,0.0,0.0,0.0,0.0,0.85,5.66,0.0
20231128:2311,0.0,0.0,0.0,0.0,1.06,4.97,0.0
20231129:0011,0.0,0.0,0.0,0.0,1.33,4.97,0.0
20231129:0111,0.0,0.0,0.0,0.0,1.28,4.9,0.0
20231129:0211,0.0,0.0,0.0,0.0,1.39,5.66,0.0
20231129:0311,0.0,0.0,0.0,0.0,1.35,5.45,0.0
20231129:0411,0.0,0.0,0.0,0.0,1.1,4.83,0.0
20231129:0511,0.0,0.0,0.0,0.0,1.0,4.14,0.0
20231129:0611,0.0,0.0,0.0,0.0,1.04,3.17,0.0
20231129:0711,0.0,0.0,0.0,0.0,1.16,3.24,0.0
20231129:0811,0.0,8.0,0.0,4.79,0.96,5.45,0.0
20231129:0911,14.0,75.0,0.0,10.15,0.79,5.86,0.0
20231129:1011,132.01,73.0,0.0,13.7,1.2,3.72,0.0
20231129:1111,123.01,95.0,0.0,15.15,1.58,4.21,0.0
20231129:1211,143.01,75.0,0.0,14.37,1.76,3.79,0.0
20231129:1311,19.0,87.0,0.0,11.41,1.42,3.1,0.0
20231129:1411,9.0,44.0,0.0,6.56,1.13,2.14,0.0
20231129:1511,0.0,0.0,0.0,0.0,0.25,1.31,0.0
20231129:1611,0.0,0.0,0.0,0.0,-0.67,1.52,0.0
20231129:1711,0.0,0.0,0.0,0.0,-0.79,1.59,0.0
20231129:1811,0.0,0.0,0.0,0.0,-1.06,1.59,0.0
20231129:1911,0.0,0.0,0.0,0.0,-1.24,1.66,0.0
20231129:2011,0.0,0.0,0.0,0.0,-1.29,2.07,0.0
20231129:2111,0.0,0.0,0.0,0.0,-1.74,2.34,0.0
20231129:2211,0.0,0.0,0.0,0.0,-2.72,2.07,0.0
20231129:2311,0.0,0.0,0.0,0.0,-2.71,1.72,0.0
20231130:0011,0.0,0.0,0.0,0.0,-2.89,1.93,0.0
20231130:0111,0.0,0.0,0.0,0.0,-2.63,1.17,0.0
20231130:0211,0.0,0.0,0.0,0.0,-2.92,1.31,0.0
20231130:0311,0.0,0.0,0.0,0.0,-3.2,1.38,0.0
20231130:0411,0.0,0.0,0.0,0.0,-3.43,1.52,0.0
20231130:0511,0.0,0.0,0.0,0.0,-3.62,2.14,0.0
20231130:0611,0.0,0.0,0.0,0.0,-3.88,2.0,0.0
20231130:0711,0.0,0.0,0.0,0.0,-3.7,1.86,0.0
20231130:0811,0.0,9.0,0.0,4.6,-3.27,1.93,0.0
20231130:0911,0.0,23.0,0.0,9.96,-2.39,1.86,0.0
20231130:1011,0.0,34.0,0.0,13.52,-2.73,1.72,0.0
20231130:1111,0.0,21.0,0.0,14.98,-2.12,1.31,0.0
20231130:1211,0.0,25.0,0.0,14.21,-1.64,1.38,0.0
20231130:1311,0.0,28.0,0.0,11.28,-1.23,1.86,0.0
20231130:1411,0.0,20.0,0.0,6.44,-0.91,2.14,0.0
20231130:1511,0.0,0.0,0.0,0.0,-1.24,2.0,0.0
20231130:1611,0.0,0.0,0.0,0.0,-1.38,2.0,0.0
20231130:1711,0.0,0.0,0.0,0.0,-1.35,2.28,0.0
20231130:1811,0.0,0.0,0.0,0.0,-1.46,2.41,0.0
20231130:1911,0.0,0.0,0.0,0.0,-1.46,2.55,0.0
20231130:2011,0.0,0.0,0.0,0.0,-1.37,2.55,0.0
20231130:2111,0.0,0.0,0.0,0.0,-1.31,2.34,0.0
20231130:2211,0.0,0.0,0.0,0.0,-1.83,2.34,0.0
20231130:2311,0.0,0.0,0.0,0.0,-2.39,2.07,0.0
20231201:0011,0.0,0.0,0.0,0.0,-2.67,2.28,0.0
20231201:0111,0.0,0.0,0.0,0.0,-2.84,1.86,0.0
20231201:0211,0.0,0.0,0.0,0.0,-2.82,1.38,0.0
20231201:0311,0.0,0.0,0.0,0.0,-3.41,1.03,0.0
20231201:0411,0.0,0.0,0.0,0.0,-4.0,0.97,0.0
20231201:0511,0.0,0.0,0.0,0.0,-4.32,1.03,0.0
20231201:0611,0.0,0.0,0.0,0.0,-4.43,0.83,0.0
